"","X","ID","Genotype","Species","Treatment","Order.within.block","mPot..kg.","Dry.weight.of.soil..kg.","mH2O..kg.","Date","PWW","WA","BB","TW","POWW","PD.WT","midday.WT","POWW.NOTES","WU","tgt_swc","SWC","species_geno","PSWC","POSWC"
"133",133,"9018.8","9018","acerifolia","Control",16,6.846,4.05313649,2.54086351,"11/09",5.32,1.017827298,1,6.337827298,6.33,NA,NA,NA,0.776,0.8,0.601710207566403,"acerifolia_9018",0.777096114519427,0.924627519719544
"134",134,"9018.8","9018","acerifolia","Control",16,6.846,4.05313649,2.54086351,"11/11",5.76,0.577827298,1,6.337827298,6.33,NA,NA,NA,0.4,0.8,0.684752842154831,"acerifolia_9018",0.84136722173532,0.924627519719544
"135",135,"9018.8","9018","acerifolia","Control",16,6.846,4.05313649,2.54086351,"11/13",5.65,0.687827298,1,6.337827298,6.33,NA,NA,NA,0.532,0.8,0.66310665778344,"acerifolia_9018",0.825299444931347,0.924627519719544
"136",136,"9018.8","9018","acerifolia","Control",16,6.846,4.05313649,2.54086351,"11/23",5.5705,1.021413649,1,6.591913649,6.6025,NA,NA,NA,0.7815,0.9,0.700593913444803,"acerifolia_9018",0.813686824423021,0.964431784983932
"137",137,"9018.8","9018","acerifolia","Control",16,6.846,4.05313649,2.54086351,"11/25",5.59,1.001913649,1,6.591913649,6.59,NA,NA,NA,0.810758078,0.9,0.704923150319082,"acerifolia_9018",0.81653520303827,0.962605901256208
"138",138,"9018.8","9018","acerifolia","Control",16,6.846,4.05313649,2.54086351,"11/27",5.3635,1.228413649,1,6.591913649,6.6995,NA,NA,NA,1.0579,0.9,0.657891895184877,"acerifolia_9018",0.783450189891908,0.978600642711072
"139",139,"9018.8","9018","acerifolia","Control",16,6.846,4.05313649,2.54086351,"11/30",5.94,0.651913649,1,6.591913649,6.59,NA,NA,NA,1.0532,0.9,0.792885372264644,"acerifolia_9018",0.867659947414549,0.962605901256208
"140",140,"9018.8","9018","acerifolia","Control",16,6.846,4.05313649,2.54086351,"12/02",6.02,0.571913649,2,6.591913649,6.6,NA,NA,NA,0.984829039,0.9,0.787080259183225,"acerifolia_9018",0.879345603271984,0.964066608238387
"141",141,"9018.8","9018","acerifolia","Control",16,6.846,4.05313649,2.54086351,"12/04",5.8,0.791913649,2,6.591913649,6.59,NA,NA,NA,1.214829039,0.9,0.745755725383297,"acerifolia_9018",0.847210049664037,0.962605901256208
"142",142,"9018.8","9018","acerifolia","Control",16,6.846,4.05313649,2.54086351,"12/07",5.9205,6.236170845,2,6.370327298,6.2555,NA,NA,NA,1.7395,0.9,0.811104837937556,"acerifolia_9018",0.864811568799299,0.913745252702308
"143",143,"9018.8","9018","acerifolia","Control",16,6.846,4.05313649,2.54086351,"12/09",5.68,0.950584494,2,6.370327298,6.23,NA,NA,NA,0.9175,0.9,0.741558865159192,"acerifolia_9018",0.829681565877885,0.91002044989775
"144",144,"9018.8","9018","acerifolia","Control",16,6.846,4.05313649,2.54086351,"12/14",5.77,0.854413649,2,6.624413649,6.67,NA,NA,NA,2,0.9,0.752741539430428,"acerifolia_9018",0.842827928717499,0.974291557113643
"145",145,"9018.9","9018","acerifolia","Control",4,6.858,4.060512535,2.545487465,"10/28",5.82,0.528902507,1,6.348902507,NA,NA,NA,NA,0.4015653668,0.8,0.589371381956501,"acerifolia_9018",0.848643919510061,0.848643919510061
"146",146,"9018.9","9018","acerifolia","Control",4,6.858,4.060512535,2.545487465,"10/30",5.81,0.538902507,1,6.348902507,NA,NA,NA,NA,0.3819653668,0.8,0.590255299096513,"acerifolia_9018",0.847185768445611,0.847185768445611
"147",147,"9018.9","9018","acerifolia","Control",4,6.858,4.060512535,2.545487465,"11/02",5.51,0.838902507,1,6.348902507,6.34,NA,NA,NA,0.4603653668,0.8,0.52936322945122,"acerifolia_9018",0.803441236512103,0.924467774861476
"148",148,"9018.9","9018","acerifolia","Control",4,6.858,4.060512535,2.545487465,"11/04",5.88,0.468902507,1,6.348902507,6.35,NA,NA,NA,0.2175,0.8,0.706146657453684,"acerifolia_9018",0.857392825896763,0.925925925925926
"149",149,"9018.9","9018","acerifolia","Control",4,6.858,4.060512535,2.545487465,"11/06",5.84,0.508902507,1,6.348902507,6.34,NA,NA,NA,0.374,0.8,0.700253876520268,"acerifolia_9018",0.851560221638962,0.924467774861476
"150",150,"9018.9","9018","acerifolia","Control",4,6.858,4.060512535,2.545487465,"11/09",5.32,1.028902507,1,6.348902507,6.34,NA,NA,NA,0.768,0.8,0.596148080029929,"acerifolia_9018",0.775736366287547,0.924467774861476
"151",151,"9018.9","9018","acerifolia","Control",4,6.858,4.060512535,2.545487465,"11/11",5.71,0.638902507,1,6.348902507,6.34,NA,NA,NA,0.46,0.8,0.672754232164329,"acerifolia_9018",0.832604257801108,0.924467774861476
"152",152,"9018.9","9018","acerifolia","Control",4,6.858,4.060512535,2.545487465,"11/13",5.54,0.808902507,1,6.348902507,6.35,NA,NA,NA,0.652,0.8,0.639361806874975,"acerifolia_9018",0.807815689705453,0.925925925925926
"153",153,"9018.9","9018","acerifolia","Control",4,6.858,4.060512535,2.545487465,"11/23",5.5,1.103451253,1,6.603451253,6.6,NA,NA,NA,0.862,0.9,0.684539794227586,"acerifolia_9018",0.801983085447652,0.962379702537183
"154",154,"9018.9","9018","acerifolia","Control",4,6.858,4.060512535,2.545487465,"11/25",5.6,1.003451253,1,6.603451253,6.6,NA,NA,NA,0.798258078,0.9,0.702218137027832,"acerifolia_9018",0.816564596092155,0.962379702537183
"155",155,"9018.9","9018","acerifolia","Control",4,6.858,4.060512535,2.545487465,"11/27",5.14,1.463451253,1,6.603451253,6.688,NA,NA,NA,1.2914,0.9,0.611862162715462,"acerifolia_9018",0.749489647127442,0.975211431904345
"156",156,"9018.9","9018","acerifolia","Control",4,6.858,4.060512535,2.545487465,"11/30",5.97,0.633451254,1,6.603451253,6.6,NA,NA,NA,1.0117,0.9,0.792181259277975,"acerifolia_9018",0.870516185476815,0.962379702537183
"157",157,"9018.9","9018","acerifolia","Control",4,6.858,4.060512535,2.545487465,"12/02",6.3,0.303451254,1,6.603451253,6.6,NA,NA,NA,0.714829039,0.9,0.839716358807526,"acerifolia_9018",0.918635170603675,0.962379702537183
"158",158,"9018.9","9018","acerifolia","Control",4,6.858,4.060512535,2.545487465,"12/04",5.94,0.663451254,1,6.603451253,6.6,NA,NA,NA,1.074829039,0.9,0.769002987606541,"acerifolia_9018",0.866141732283465,0.962379702537183
"159",159,"9018.9","9018","acerifolia","Control",4,6.858,4.060512535,2.545487465,"12/07",6.13,6.701520891,1,6.348902507,6.7,NA,NA,NA,1.54,0.9,0.856323933419959,"acerifolia_9018",0.89384660250802,0.976961213181686
"160",160,"9018.9","9018","acerifolia","Control",4,6.858,4.060512535,2.545487465,"12/09",6.02,0.681520891,1,6.348902507,6.7,NA,NA,NA,1.022,0.9,0.904359673010607,"acerifolia_9018",0.877806940799067,0.976961213181686
"161",161,"9018.9","9018","acerifolia","Control",4,6.858,4.060512535,2.545487465,"12/14",6.23,0.373451254,1,6.603451253,6.6,NA,NA,NA,1.205,0.9,0.826644452558717,"acerifolia_9018",0.908428113152523,0.962379702537183
"162",162,"9018.9","9018","acerifolia","Control",4,6.858,4.060512535,2.545487465,"12/16",5.48,1.123451253,1,6.603451253,6.62,NA,NA,NA,0.977499999999999,0.9,0.679324929223331,"acerifolia_9018",0.799066783318752,0.965296004666083
"163",163,"b40-14.1","b40-14","arizonica","Drought",51,7.2,4.270729805,2.677270195,"10/28",5.9285,0.736045961,1,6.664545961,NA,NA,NA,NA,0.60624791075,0.8,0.517325519697873,"arizonica_b40-14",0.823402777777778,0.823402777777778
"164",164,"b40-14.1","b40-14","arizonica","Drought",51,7.2,4.270729805,2.677270195,"10/30",5.9,0.764545961,1,6.664545961,NA,NA,NA,NA,0.61924791075,0.8,0.519753365797284,"arizonica_b40-14",0.819444444444444,0.819444444444444
"165",165,"b40-14.1","b40-14","arizonica","Drought",51,7.2,4.270729805,2.677270195,"11/06",5.391,0.470364903,1,5.861364903,5.8725,NA,NA,NA,0.3335,0.5,0.412367865059656,"arizonica_b40-14",0.74875,0.815625
"166",166,"b40-14.1","b40-14","arizonica","Drought",51,7.2,4.270729805,2.677270195,"11/09",5.193,0.668364903,1,5.861364903,5.8935,NA,NA,NA,0.4895,0.5,0.377257475314328,"arizonica_b40-14",0.72125,0.818541666666667
"167",167,"b40-14.1","b40-14","arizonica","Drought",51,7.2,4.270729805,2.677270195,"11/11",5.4,0.193637883,1,5.593637883,5.59,NA,NA,NA,0.4275,0.4,0.419838160843531,"arizonica_b40-14",0.75,0.776388888888889
"168",168,"b40-14.1","b40-14","arizonica","Drought",51,7.2,4.270729805,2.677270195,"11/13",5.23,0.095910864,1,5.325910864,5.325910864,NA,NA,NA,0.299999999999999,0.3,0.331408535607292,"arizonica_b40-14",0.726388888888889,0.739709842222222
"169",169,"b40-14.1","b40-14","arizonica","Drought",51,7.2,4.270729805,2.677270195,"11/16",5.06,0.265910864,1,5.325910864,5.32,NA,NA,NA,0.0800000000000008,0.3,0.250339180465123,"arizonica_b40-14",0.702777777777778,0.738888888888889
"170",170,"b40-14.1","b40-14","arizonica","Drought",51,7.2,4.270729805,2.677270195,"11/23",5.1445,0.181410864,1,5.325910864,5.55,NA,NA,NA,0.1295,0.3,0.27622172610038,"arizonica_b40-14",0.714513888888889,0.770833333333333
"171",171,"b40-14.1","b40-14","arizonica","Drought",51,7.2,4.270729805,2.677270195,"11/25",5.22,0.105910864,1,5.325910864,5.42,NA,NA,NA,0.27,0.3,0.322070665900794,"arizonica_b40-14",0.725,0.752777777777778
"172",172,"b40-14.1","b40-14","arizonica","Drought",51,7.2,4.270729805,2.677270195,"11/27",5.1365,0.189410864,1,5.325910864,5.343,NA,NA,NA,0.27575,0.3,0.282197962652776,"arizonica_b40-14",0.713402777777778,0.742083333333333
"173",173,"b40-14.1","b40-14","arizonica","Drought",51,7.2,4.270729805,2.677270195,"11/30",5.05,0.275910864,1,5.325910864,5.33,NA,NA,NA,0.1807,0.3,0.251663129017876,"arizonica_b40-14",0.701388888888889,0.740277777777778
"174",174,"b40-14.1","b40-14","arizonica","Drought",51,7.2,4.270729805,2.677270195,"12/02",5.1,0.225910864,1,5.325910864,5.1,NA,NA,NA,0.19815,0.3,0.258573152531584,"arizonica_b40-14",0.708333333333333,0.708333333333333
"175",175,"b40-14.1","b40-14","arizonica","Drought",51,7.2,4.270729805,2.677270195,"12/04",5.02,0.038183844,1,5.058183844,5.06,NA,NA,NA,0.0481500000000001,0.2,0.200678361023624,"arizonica_b40-14",0.697222222222222,0.702777777777778
"176",176,"b40-14.10","b40-14","arizonica","Control",15,7.18,4.258436397,2.669563603,"10/28",5.85,0.79608728,1,6.646087279,NA,NA,NA,NA,0.6687501398,0.8,0.455248042052362,"arizonica_b40-14",0.814763231197772,0.814763231197772
"177",177,"b40-14.10","b40-14","arizonica","Control",15,7.18,4.258436397,2.669563603,"10/30",5.7825,0.86358728,1,6.646087279,NA,NA,NA,NA,0.7066501398,0.8,0.489148714019233,"arizonica_b40-14",0.805362116991644,0.805362116991644
"178",178,"b40-14.10","b40-14","arizonica","Control",15,7.18,4.258436397,2.669563603,"11/02",5.581,1.065087279,1,6.646087279,6.697,NA,NA,NA,0.6865501388,0.8,0.438765947394437,"arizonica_b40-14",0.777298050139276,0.932729805013928
"179",179,"b40-14.10","b40-14","arizonica","Control",15,7.18,4.258436397,2.669563603,"11/04",5.8625,0.78358728,1,6.646087279,6.642,NA,NA,NA,0.592,0.8,0.662772597518067,"arizonica_b40-14",0.81650417827298,0.925069637883008
"180",180,"b40-14.10","b40-14","arizonica","Control",15,7.18,4.258436397,2.669563603,"11/06",5.806,0.84008728,1,6.646087279,6.6425,NA,NA,NA,0.7,0.8,0.641889034400354,"arizonica_b40-14",0.808635097493036,0.925139275766017
"181",181,"b40-14.10","b40-14","arizonica","Control",15,7.18,4.258436397,2.669563603,"11/09",5.502,1.144087279,1,6.646087279,6.6435,NA,NA,NA,0.8885,0.8,0.58504453748353,"arizonica_b40-14",0.766295264623955,0.925278551532034
"182",182,"b40-14.10","b40-14","arizonica","Control",15,7.18,4.258436397,2.669563603,"11/11",5.89,0.75608728,1,6.646087279,6.64,NA,NA,NA,0.583500000000001,0.8,0.657902887732771,"arizonica_b40-14",0.82033426183844,0.924791086350975
"183",183,"b40-14.10","b40-14","arizonica","Control",15,7.18,4.258436397,2.669563603,"11/13",5.81,0.83608728,1,6.646087279,6.66,NA,NA,NA,0.682,0.8,0.642263627460762,"arizonica_b40-14",0.809192200557103,0.927576601671309
"184",184,"b40-14.10","b40-14","arizonica","Control",15,7.18,4.258436397,2.669563603,"11/23",5.9475,0.96554364,1,6.91304364,6.9315,NA,NA,NA,0.7245,0.9,0.720459928558593,"arizonica_b40-14",0.828342618384401,0.965389972144847
"185",185,"b40-14.10","b40-14","arizonica","Control",15,7.18,4.258436397,2.669563603,"11/25",5.99,0.92304364,1,6.91304364,6.94,NA,NA,NA,0.739758078,0.9,0.730573941189593,"arizonica_b40-14",0.834261838440111,0.966573816155989
"186",186,"b40-14.10","b40-14","arizonica","Control",15,7.18,4.258436397,2.669563603,"11/27",5.8965,1.01654364,1,6.91304364,6.95,NA,NA,NA,0.874900000000001,0.9,0.714653736122278,"arizonica_b40-14",0.821239554317549,0.967966573816156
"187",187,"b40-14.10","b40-14","arizonica","Control",15,7.18,4.258436397,2.669563603,"11/30",6.39,0.52304364,1,6.91304364,6.92,NA,NA,NA,0.853700000000001,0.9,0.808957539079844,"arizonica_b40-14",0.889972144846797,0.963788300835655
"188",188,"b40-14.10","b40-14","arizonica","Control",15,7.18,4.258436397,2.669563603,"12/02",6.61,0.30304364,1,6.91304364,6.91,NA,NA,NA,0.724829039,0.9,0.844543879818548,"arizonica_b40-14",0.920612813370474,0.962395543175487
"189",189,"b40-14.10","b40-14","arizonica","Control",15,7.18,4.258436397,2.669563603,"12/04",6.17,0.74304364,1,6.91304364,6.92,NA,NA,NA,1.154829039,0.9,0.76026044122688,"arizonica_b40-14",0.85933147632312,0.963788300835655
"190",190,"b40-14.10","b40-14","arizonica","Control",15,7.18,4.258436397,2.669563603,"12/07",6.692,6.955348189,2,6.678587279,6.983,NA,NA,NA,1.398,0.9,0.903815058194738,"arizonica_b40-14",0.932033426183844,0.972562674094708
"191",191,"b40-14.10","b40-14","arizonica","Control",15,7.18,4.258436397,2.669563603,"12/09",6.6,0.355348189,2,6.678587279,6.95,NA,NA,NA,0.725,0.9,0.942296321718318,"arizonica_b40-14",0.919220055710306,0.967966573816156
"192",192,"b40-14.2","b40-14","arizonica","Drought",38,6.966,4.126896936,2.587103064,"10/28",5.6385,0.810079387,1,6.448579387,NA,NA,NA,NA,0.68028133675,0.8,0.493932028445852,"arizonica_b40-14",0.809431524547804,0.809431524547804
"193",193,"b40-14.2","b40-14","arizonica","Drought",38,6.966,4.126896936,2.587103064,"10/30",5.59,0.858579387,1,6.448579387,NA,NA,NA,NA,0.71328133675,0.8,0.477504387587088,"arizonica_b40-14",0.802469135802469,0.802469135802469
"194",194,"b40-14.2","b40-14","arizonica","Drought",38,6.966,4.126896936,2.587103064,"11/06",5.17,0.502448468,1,5.672448468,5.67,NA,NA,NA,0.3655,0.5,0.403096837737733,"arizonica_b40-14",0.742176284811944,0.813953488372093
"195",195,"b40-14.2","b40-14","arizonica","Drought",38,6.966,4.126896936,2.587103064,"11/09",5.01,0.662448468,1,5.672448468,5.67,NA,NA,NA,0.47,0.5,0.371497787379993,"arizonica_b40-14",0.719207579672696,0.813953488372093
"196",196,"b40-14.2","b40-14","arizonica","Drought",38,6.966,4.126896936,2.587103064,"11/11",5.21,0.203738162,1,5.413738162,5.58,NA,NA,NA,0.394,0.4,0.410151059911543,"arizonica_b40-14",0.747918461096756,0.801033591731266
"197",197,"b40-14.2","b40-14","arizonica","Drought",38,6.966,4.126896936,2.587103064,"11/13",5.12,0.035027855,1,5.155027855,5.155027855,NA,NA,NA,0.4,0.3,0.375363114602225,"arizonica_b40-14",0.734998564455929,0.74002696741315
"198",198,"b40-14.2","b40-14","arizonica","Drought",38,6.966,4.126896936,2.587103064,"11/16",4.95,0.205027855,1,5.155027855,5.15,NA,NA,NA,0.0799999999999999,0.3,0.260375012141379,"arizonica_b40-14",0.710594315245478,0.739305196669538
"199",199,"b40-14.2","b40-14","arizonica","Drought",38,6.966,4.126896936,2.587103064,"11/23",5.0275,0.127527855,1,5.155027855,5.1725,NA,NA,NA,0.0165000000000005,0.3,0.274381440027547,"arizonica_b40-14",0.721719781797301,0.742535170829745
"200",200,"b40-14.2","b40-14","arizonica","Drought",38,6.966,4.126896936,2.587103064,"11/25",4.98,0.175027855,1,5.155027855,5.17,NA,NA,NA,0.1325,0.3,0.26954978095144,"arizonica_b40-14",0.714900947459087,0.742176284811944
"201",201,"b40-14.2","b40-14","arizonica","Drought",38,6.966,4.126896936,2.587103064,"11/27",4.955,0.200027855,1,5.155027855,5.2385,NA,NA,NA,0.20725,0.3,0.264234955967722,"arizonica_b40-14",0.71131208728108,0.752009761699684
"202",202,"b40-14.2","b40-14","arizonica","Drought",38,6.966,4.126896936,2.587103064,"11/30",4.96,0.195027855,1,5.155027855,5.16,NA,NA,NA,0.1662,0.3,0.278440033651477,"arizonica_b40-14",0.712029859316681,0.740740740740741
"203",203,"b40-14.2","b40-14","arizonica","Drought",38,6.966,4.126896936,2.587103064,"12/02",4.98,0.175027855,1,5.155027855,4.98,NA,NA,NA,0.14815,0.3,0.267133951413387,"arizonica_b40-14",0.714900947459087,0.714900947459087
