ID,Genotype,Species,Treatment,Order within block,m`Pot (kg),Dry weight of soil (kg),m`H2O (kg),10/23 Pre Watering Weight (kg),10/23 Water added for 80%SW,10/26 Pre Watering Weight,10/26 Water added for 80%SW,mpot @ 80% SW,10/28 pre water weight,10/28 Water added for 80%SW,mpot @ 80% SW,10/30 pre water weight,10/30 Water added for 80%SW,88,11/2 pre water weight,11/2 Water added for 80%SW,mpot @ 80% SW,11/2 post water weight,11/4 pre water,11/4 Water added,mpot target weight (80% for control and 50% for treatment),11/4 post water,11/6 pre water,11/6 water added,mpot target,11/6 post water,11/9 pre water,11/9 water added,mpot target,11/9 post water,11/11 pre water weight,11/11 water added,11/11 target weights,11/11 post water weight,11/13 pre water weight,11/13 water added,11/13 target weight,11/13 post water weight,11/15 control drained weight,11/16 pre water weight,11/16 water added,11/16 target weight,11/16 post water weight,11/18 pre water weight,11/18 water added,11/18 target weight,11/18 post water,11/20 pre water weight,11/20 water added,11/20 target weight,11/20 post water weight,11/23 pre water weight,11/23 water added,11/23 target weight,11/23 post water weight,11/25 pre water weight,11/25 water added,11/25 target weight,11/25 post water weight,11/27 pre water weight,11/27 water added,11/27 target weight,11/27 post water weight,11/30 pre water weight,11/30 water added,11/30 target weight,11/30 post water weight,12/2 pre water weight,12/2 water added,12/2 target weight,12/2 post water weight,12/4 pre water weight,12/4 water added,12/4 target weight,12/4 post water weight,12/7 pre water weight,12/7 water added,12/7 target weight,12/7 corrected target weights 90/20,12/9 pre water weight,12/9 water added,12/9 target weight,12/9 corrected target weights 90/20,12/9 post water weight,12/9 rewater Pre water weight,12/9 rewater water needed,12/9 Treatment rewater to 30%,12/9 rewater post water weight,12/11 pre-water weight,12/11 water added,12/11 target weights,12/11 post-water weight,12/11 Pre-Dawn Bench 1 Pot Weights,midday pot weights,12/13 pre-water weight,12/13 water added,12/13 target weight,12/13 post-water weight,Notes,12/14 pre-water weight,12/14 water added,12/14 target weight,12/14 post water weight,12/15 midday weight,12/15 Pre water weight,12/15 target weight,12/15 post water weight,12/16 pre-water weight,12/16 water added,12/16 target weight,12/16 post-water weight,12/16 Pre Dawn Pot Weights,12/16 midday weight,12/17 Pre Dawn Pot Weights,12/17 pre water weight,12/17 target weight,12/17 post water weight,12/18 Pre Dawn Pot Weights,12/18 Mid Day weight,,,
1149.3,1149,treleasei,Drought,31,6.518,3.851524605,2.414475395,4.656,1.379104921,5.1195,0.915604921,6.035104921,5.178,0.857104921,6.035104921,5.12,0.915104921,6.035104921,4.7715,,Dont Water Today,,4.531,0.779762303,5.310762303,5.351,4.762,0.548762303,5.310762303,5.4,4.53,0.780762303,5.310762303,5.31,4.82,0.249314763,5.069314763,5.06,4.68,0.147867224,4.827867224,,,4.47,0.357867224,4.827867224,4.83,4.55,0.277867224,4.827867224,4.82,,4.827867224,4.827867224,,4.52,0.307867224,4.827867224,4.829,4.55,0.277867224,4.827867224,4.83,4.5285,0.299367224,4.827867224,4.858,4.5,0.327867224,4.827867224,4.83,4.56,0.267867224,4.827867224,4.56,4.45,0.136419684,4.586419684,4.58,4.4,4.734451254,4.734451254,4.586419684,4.5,0.234451254,4.734451254,4.586419684,4.73,4.65,0.097867224,4.827867224,4.94,4.73,0.097867224,4.827867224,4.82,,,,4.827867224,4.827867224,,,4.5315,0.296367224,4.827867224,4.833,4.63,,,,,,,,,,,,,,,,,,
TXNM0821.7,TXNM0821,riparia,Control,32,6.978,4.134272981,2.591727019,5.63,0.829654596,5.955,0.504654596,6.459654596,6.091,0.368654596,6.459654596,6.01,0.449654596,6.459654596,5.8535,0.606154596,6.459654596,6.4615,6.119,0.340654596,6.459654596,6.4545,6.039,0.420654596,6.459654596,6.464,5.79,0.669654596,6.459654596,6.45,6.06,0.399654596,6.459654596,6.47,5.99,0.469654596,6.459654596,6.45,6.543,,6.459654596,6.459654596,,,6.718827298,6.718827298,,6.33,0.388827298,6.718827298,6.75,5.611,1.107827298,6.718827298,6.7665,5.79,0.928827298,6.718827298,6.71,5.7325,,6.718827298,6.7835,6.23,0.488827298,6.718827298,6.71,6.56,0.158827298,6.718827298,6.71,6.26,0.458827298,6.718827298,6.72,6.14,6.281941504,6.281941504,6.459654596,5.97,0.311941504,6.281941504,6.459654596,6.3,,0.418827298,6.718827298,,6.51,0.208827298,6.718827298,6.71,,,5.6745,1.044327298,6.718827298,6.845,,6.08,0.638827298,6.718827298,6.72,6.29,,,,,,,,,,,,,,,,,,
9018.3,9018,acerifolia,Drought,33,6.732,3.983064067,2.496935933,5.2665,0.966112813,5.673,0.559612813,6.232612813,5.619,0.613612813,6.232612813,5.61,0.622612813,6.232612813,5.3175,,Dont Water Today,,4.9375,0.546032033,5.483532033,5.48,4.982,0.501532033,5.483532033,5.4845,4.72,0.763532033,5.483532033,5.48,5.02,0.21383844,5.23383844,5.26,4.8,0.184144847,4.984144847,,,4.48,0.504144847,4.984144847,4.98,,4.984144847,4.984144847,,4.51,0.474144847,4.984144847,5,4.68,0.304144847,4.984144847,5.029,4.7,0.284144847,4.984144847,5,4.649,0.335144847,4.984144847,4.9855,4.6,0.384144847,4.984144847,4.98,4.69,0.294144847,4.984144847,4.69,4.54,0.194451254,4.734451254,4.73,4.44,5.240802228,5.240802228,4.734451254,4.89,0.350802228,5.240802228,4.734451254,5.25,,-0.265855153,4.984144847,4.98,4.96,0.024144847,4.984144847,4.99,,,,4.984144847,4.984144847,,,4.6625,0.321644847,4.984144847,4.9785,4.74,,,,,,,,,,,,,,,,,,
NY1.9,NY1,riparia,Control,34,6.456,3.813415042,2.390584958,5.4315,0.546383008,5.574,0.403883008,5.977883008,5.575,0.402883008,5.977883008,5.59,0.387883008,5.977883008,5.447,0.530883008,5.977883008,6.003,5.6485,0.329383008,5.977883008,5.9765,5.577,0.400883008,5.977883008,5.9755,5.33,0.647883008,5.977883008,5.97,5.6,0.377883008,5.977883008,5.97,5.53,0.447883008,5.977883008,5.98,6.5295,,5.977883008,5.977883008,,,6.216941504,6.216941504,,5.95,0.266941504,6.216941504,6.23,5.3525,0.864441504,6.216941504,6.265,5.52,0.696941504,6.216941504,6.22,5.3985,0.818441504,6.216941504,6.239,6.02,0.196941504,6.216941504,6.21,6.18,0.036941504,6.216941504,6.21,5.86,0.356941504,6.216941504,6.22,5.76,6.993806871,6.993806871,6.042883008,5.98,1.013806871,6.993806871,6.042883008,6.99,,-0.708058496,6.281941504,,6.42,-0.138058496,6.281941504,6.42,,,5.247,,6.281941504,6.355,,5.54,0.741941504,6.281941504,6.28,5.85,,,,,,,,,,,,,,,,,,
V57-96.2,V57-96,vulpina,Drought,35,7.464,4.433002786,2.778997214,6.4515,0.456700557,6.539,0.369200557,6.908200557,6.644,0.264200557,6.908200557,6.53,0.378200557,6.908200557,6.4385,,Dont Water Today,,6.2325,-0.157998607,6.074501393,6.2325,5.992,0.082501393,6.074501393,6.129,5.77,0.304501393,6.074501393,6.07,5.89,-0.093398329,5.796601671,,5.71,-0.19129805,5.51870195,,,5.48,0.03870195,5.51870195,5.57,5.42,0.09870195,5.51870195,5.58,5.34,0.17870195,5.51870195,5.61,5.3125,0.20620195,5.51870195,5.5635,5.35,0.16870195,5.51870195,5.51,5.314,0.20470195,5.51870195,5.527,5.26,0.25870195,5.51870195,5.51,5.32,0.19870195,5.51870195,5.32,5.2,0.040802228,5.240802228,5.24,5.01,5.274005571,5.274005571,5.240802228,5.13,0.144005571,5.274005571,5.240802228,5.27,5.25,0.24870195,5.51870195,5.51,5.4,0.11870195,5.51870195,5.51,,,,5.51870195,5.51870195,,,5.31,0.20870195,5.51870195,5.5415,5.39,,,,,,,,,,,,,,,,,,
V57-96.6,V57-96,vulpina,Control,36,7.264,4.310068709,2.701931291,5.9875,0.736113742,6.317,0.406613742,6.723613742,6.274,0.449613742,6.723613742,6.18,0.543613742,6.723613742,6.0705,0.653113742,6.723613742,6.757,6.3435,0.380113742,6.723613742,6.7335,6.28,0.443613742,6.723613742,6.28,5.67,1.053613742,6.723613742,6.72,6.32,0.403613742,6.723613742,6.73,6.29,0.433613742,6.723613742,6.72,7.3625,,6.723613742,6.723613742,,6.75,0.243806871,6.993806871,6.99,6.3,0.693806871,6.993806871,6.99,6.034,0.959806871,6.993806871,7.008,6.27,0.723806871,6.993806871,7,6.2265,0.767306871,6.993806871,7.021,6.82,0.173806871,6.993806871,7.01,6.99,0.003806871,6.993806871,6.99,6.7,0.293806871,6.993806871,6.99,6.55,6.707289694,6.707289694,6.723613742,6.65,0.057289694,6.707289694,6.723613742,6.73,,0.263806871,6.993806871,,7.05,-0.056193129,6.993806871,7.05,,,6.3575,0.636306871,6.993806871,7.0635,,6.3,0.693806871,6.993806871,7,6.66,,,,,,,,,,,,,,,,,,
V60-96.1,V60-96,vulpina,Drought,37,7.512,4.462506964,2.797493036,6.701,0.251501393,6.787,0.165501393,6.952501393,6.7745,0.178001393,6.952501393,6.76,0.192501393,6.952501393,6.7155,,Dont Water Today,,6.602,-0.488746518,6.113253482,6.602,6.44,-0.326746518,6.113253482,6.44,6.27,-0.156746518,6.113253482,,6.23,-0.396495822,5.833504178,,6.13,-0.576245125,5.553754875,,,6.03,-0.476245125,5.553754875,6.03,5.97,-0.416245125,5.553754875,,5.88,-0.326245125,5.553754875,,5.792,-0.238245125,5.553754875,,5.73,-0.176245125,5.553754875,5.73,5.667,-0.113245125,5.553754875,5.6665,5.59,-0.036245125,5.553754875,5.59,5.55,0.003754875,5.553754875,5.55,5.5,-0.225994429,5.274005571,5.5,5.39,4.870031569,4.870031569,5.274005571,5.4,-0.529968431,4.870031569,5.274005571,5.4,5.35,0.153754875,5.553754875,5.54,5.51,0.043754875,5.553754875,5.55,,,,5.553754875,5.553754875,,,5.4625,0.091254875,5.553754875,5.554,5.47,,,,,,,,,,,,,,,,,,
b40-14.2,b40-14,arizonica,Drought,38,6.966,4.126896936,2.587103064,5.274,1.174579387,5.675,0.773579387,6.448579387,5.6385,0.810079387,6.448579387,5.59,0.858579387,6.448579387,5.267,,Dont Water Today,,5.06,0.612448468,5.672448468,5.6735,5.17,0.502448468,5.672448468,5.67,5.01,0.662448468,5.672448468,5.67,5.21,0.203738162,5.413738162,5.58,5.12,0.035027855,5.155027855,,,4.95,0.205027855,5.155027855,5.15,,5.155027855,5.155027855,,4.92,0.235027855,5.155027855,5.15,5.0275,0.127527855,5.155027855,5.1725,4.98,0.175027855,5.155027855,5.17,4.955,0.200027855,5.155027855,5.2385,4.96,0.195027855,5.155027855,5.16,4.98,0.175027855,5.155027855,4.98,4.89,0.006317549,4.896317549,4.89,4.81,4.964107707,4.964107707,4.896317549,4.93,0.034107707,4.964107707,4.896317549,4.96,4.89,0.195027855,5.155027855,5.26,5.17,-0.014972145,5.155027855,5.17,,,,5.155027855,5.155027855,,,5.032,0.123027855,5.155027855,5.1655,5.06,,,,,,,,,,,,,,,,,,
9025.10,9025,cinerea,Control,39,6.928,4.103539462,2.572460538,5.878,0.535507892,6.084,0.329507892,6.413507892,6.08,0.333507892,6.413507892,6.05,0.363507892,6.413507892,5.926,0.487507892,6.413507892,6.497,6.1925,0.221007892,6.413507892,6.4125,6.08,0.333507892,6.413507892,6.41,5.87,0.543507892,6.413507892,6.41,6.1,0.313507892,6.413507892,6.43,6.1,0.313507892,6.413507892,6.41,7.0505,,6.413507892,6.413507892,,6.58,0.090753946,6.670753946,6.72,6.18,0.490753946,6.670753946,6.67,5.703,0.967753946,6.670753946,6.801,5.97,0.700753946,6.670753946,6.68,5.7695,0.901253946,6.670753946,6.6745,6.41,0.260753946,6.670753946,6.67,6.54,0.130753946,6.670753946,6.67,6.19,0.480753946,6.670753946,6.68,6.06,6.855355617,6.855355617,6.413507892,6.19,0.665355617,6.855355617,6.413507892,6.85,,-0.179246054,6.670753946,,6.67,0.000753946,6.670753946,6.67,,,6.13,0.540753946,6.670753946,6.701,,6.13,0.540753946,6.670753946,6.701,6.2,,,,,,,,,,,,,,,,,,
C56-94.6,C56-94,rotundifolia var. munsoniana,Control,40,7.064,4.187134633,2.624865367,5.75,0.789026927,6.042,0.497026927,6.539026927,6.0465,0.492526927,6.539026927,6,0.539026927,6.539026927,5.847,0.692026927,6.539026927,6.5525,6.102,0.437026927,6.539026927,6.5425,6.03,0.509026927,6.539026927,6.53,5.73,0.809026927,6.539026927,6.53,6.08,0.459026927,6.539026927,6.54,6.01,0.529026927,6.539026927,6.55,7.219,,6.539026927,6.539026927,,6.99,-0.188486537,6.801513463,,6.18,0.621513463,6.801513463,6.8,5.8125,0.989013463,6.801513463,6.81,6.09,0.711513463,6.801513463,6.83,5.994,0.807513463,6.801513463,6.836,6.64,0.161513463,6.801513463,6.81,6.76,0.041513463,6.801513463,6.8,6.45,0.351513463,6.801513463,6.81,6.44,6.928237233,6.928237233,6.539026927,6.57,0.358237233,6.928237233,6.539026927,6.92,,-0.118486537,6.801513463,,6.9,-0.098486537,6.801513463,6.9,,,6.109,0.692513463,6.801513463,6.844,,6.29,0.511513463,6.801513463,6.82,6.5,,,,,,,,,,,,,,,,,,
9031.4,9031,berlandieri,Drought,41,7.12,4.221556175,2.646443825,5.923,0.667711235,6.1995,0.391211235,6.590711235,6.1855,0.405211235,6.590711235,6.11,0.480711235,6.590711235,5.963,,Dont Water Today,,5.6185,0.178278087,5.796778087,5.7985,5.42,0.376778087,5.796778087,5.79,5.14,0.656778087,5.796778087,5.79,5.43,0.102133705,5.532133705,5.62,5.24,0.027489322,5.267489322,,,4.82,0.447489322,5.267489322,5.26,4.94,0.327489322,5.267489322,5.27,4.84,0.427489322,5.267489322,5.26,4.7335,0.533989322,5.267489322,5.3105,4.88,0.387489322,5.267489322,5.26,4.8265,0.440989322,5.267489322,5.27,4.75,0.517489322,5.267489322,5.26,4.88,0.387489322,5.267489322,4.88,4.66,0.34284494,5.00284494,5,4.55,4.523125813,4.523125813,5.00284494,4.49,0.033125813,4.523125813,5.00284494,4.56,4.5,0.707489322,5.267489322,5.27,4.97,0.297489322,5.267489322,5.26,,,,5.267489322,5.267489322,,,4.934,0.333489322,5.267489322,5.282,5.01,,,,,,,,,,,,,,,,,,
ANU65.3,ANU65,arizonica,Drought,42,7.162,4.247372331,2.662627669,5.7205,0.908974466,6.086,0.543474466,6.629474466,6.1195,0.509974466,6.629474466,5.98,0.649474466,6.629474466,5.5415,,Dont Water Today,,5.2605,0.570186165,5.830686165,5.8305,5.4,0.430686165,5.830686165,5.83,5.13,0.700686165,5.830686165,5.83,5.42,0.144423398,5.564423398,5.56,5.13,0.168160631,5.298160631,,,4.77,0.528160631,5.298160631,5.29,4.93,0.368160631,5.298160631,5.3,4.83,0.468160631,5.298160631,5.29,4.7435,0.554660631,5.298160631,5.2935,4.83,0.468160631,5.298160631,5.29,4.8055,0.492660631,5.298160631,5.309,4.74,0.558160631,5.298160631,5.29,4.82,0.478160631,5.298160631,4.82,4.64,0.391897865,5.031897865,5.04,4.61,5.109372331,5.109372331,5.064397865,4.78,0.329372331,5.109372331,5.064397865,5.1,4.99,0.230660631,5.330660631,5.34,5.02,0.310660631,5.330660631,5.33,,,,5.330660631,5.330660631,,,4.848,0.482660631,5.330660631,5.3655,4.92,,,,,,,,,,,,,,,,,,
Haines2.10,Hanes2,shuttleworthii,Drought,43,6.4265,3.795282266,2.379217734,5.7125,0.238156453,5.473,0.477656453,5.950656453,5.476,0.474656453,5.950656453,5.47,0.480656453,5.950656453,5.2055,,Dont Water Today,,4.9415,0.295391133,5.236891133,5.236,4.87,0.366891133,5.236891133,5.23,4.68,0.556891133,5.236891133,5.23,4.91,0.088969359,4.998969359,5,4.72,0.041047586,4.761047586,,,4.5,0.261047586,4.761047586,4.76,4.53,0.231047586,4.761047586,4.77,4.52,0.241047586,4.761047586,4.79,4.4725,0.288547586,4.761047586,4.8265,4.54,0.221047586,4.761047586,4.78,4.512,0.249047586,4.761047586,4.7665,4.46,0.301047586,4.761047586,4.76,4.5,0.261047586,4.761047586,4.5,4.41,0.113125813,4.523125813,4.53,4.33,5.280922934,5.280922934,4.523125813,4.8,0.480922934,5.280922934,4.523125813,5.28,5.19,-0.518952414,4.761047586,4.76,5,-0.238952414,4.761047586,5,,,,4.761047586,4.761047586,,,4.677,0.084047586,4.761047586,4.76,4.57,,,,,,,,,,,,,,,,,,
b42-34.1,b42-34,cinerea,Drought,44,7.274,4.316215413,2.705784587,6.193,0.539843083,6.4005,0.332343083,6.732843083,6.425,0.307843083,6.732843083,6.28,0.452843083,6.732843083,6.096,,Dont Water Today,,5.8185,0.102607707,5.921107707,5.9225,5.61,0.311107707,5.921107707,5.93,5.47,0.451107707,5.921107707,5.92,5.68,-0.029470752,5.650529248,,5.43,-0.050049211,5.379950789,,,5.18,0.199950789,5.379950789,5.37,,5.379950789,5.379950789,,5.08,0.299950789,5.379950789,5.37,5.4785,-0.098549211,5.379950789,,5.25,0.129950789,5.379950789,5.39,5.1455,0.234450789,5.379950789,5.399,5.1,0.279950789,5.379950789,5.37,5.13,0.249950789,5.379950789,5.13,4.99,0.119372331,5.109372331,5.1,4.85,4.897701021,4.897701021,5.109372331,4.8,0.097701021,4.897701021,5.109372331,4.89,4.87,0.489950789,5.379950789,5.37,7.2,-1.820049211,5.379950789,7.2,,,,5.379950789,5.379950789,,,4.9975,0.382450789,5.379950789,5.3725,5.18,,,,,,,,,,,,,,,,,,
SC2.9,SC2,girdiana,Drought,45,7.522,4.468653668,2.801346332,6.661,0.300730734,6.6865,0.275230734,6.961730734,6.675,0.286730734,6.961730734,6.68,0.281730734,6.961730734,6.6095,,Dont Water Today,,6.4225,-0.301173166,6.121326834,6.4225,6.21,-0.088673166,6.121326834,6.21,5.92,0.201326834,6.121326834,6.12,6.007,-0.165807799,5.841192201,,5.84,-0.278942433,5.561057567,,,5.63,-0.068942433,5.561057567,5.63,5.51,0.051057567,5.561057567,5.56,5.4,0.161057567,5.561057567,5.57,5.3463,0.214757567,5.561057567,5.5995,5.4,0.161057567,5.561057567,5.57,5.389,0.172057567,5.561057567,5.629,5.36,0.201057567,5.561057567,5.59,5.39,0.171057567,5.561057567,5.39,5.25,0.030922934,5.280922934,5.29,5.07,5.001461467,5.001461467,5.280922934,5,0.001461467,5.001461467,5.280922934,5,4.98,0.561057567,5.561057567,5.58,5.4,0.161057567,5.561057567,5.56,,,,5.561057567,5.561057567,,,5.3175,0.243557567,5.561057567,5.569,5.4,,,,,,,,,,,,,,,,,,
Vru42.6,Vru42,rupestris,Control,46,6.968,4.128126277,2.587873723,5.425,1.025425255,5.7715,0.678925255,6.450425255,5.753,0.697425255,6.450425255,5.84,0.610425255,6.450425255,5.5445,0.905925255,6.450425255,6.484,5.894,0.556425255,6.450425255,6.4555,5.79,0.660425255,6.450425255,6.45,5.29,1.160425255,6.450425255,6.46,5.71,0.740425255,6.450425255,6.47,5.63,0.820425255,6.450425255,6.46,6.963,,6.450425255,6.450425255,,,6.709212628,6.709212628,,6.38,0.329212628,6.709212628,6.72,5.2665,1.442712628,6.709212628,6.725,5.62,1.089212628,6.709212628,6.7,5.4965,1.212712628,6.709212628,6.722,6.15,0.559212628,6.709212628,6.7,6.09,0.619212628,6.709212628,6.7,5.84,0.869212628,6.709212628,6.7,5.84,7.207252553,7.207252553,6.450425255,6.08,1.127252553,7.207252553,6.450425255,7.2,,-0.490787372,6.709212628,,6.65,0.059212628,6.709212628,6.71,,,,,6.709212628,6.77,Formula not working so added pre-weight in column to left,5.74,0.969212628,6.709212628,6.71,6.17,,,,,,,,,,,,,,,,,,
ANU65.9,ANU65,arizonica,Control,47,7.118,4.220326834,2.645673166,5.64,0.948865367,5.5835,1.005365367,6.588865367,5.9615,0.627365367,6.588865367,5.99,0.598865367,6.588865367,5.709,0.879865367,6.588865367,6.586,6.0235,0.565365367,6.588865367,6.6096,5.95,0.638865367,6.588865367,6.59,5.46,1.128865367,6.588865367,6.58,5.84,0.748865367,6.588865367,6.58,5.67,0.918865367,6.588865367,6.59,6.791,,6.588865367,6.588865367,,5.65,1.203432683,6.853432683,6.86,5.44,1.413432683,6.853432683,6.85,5.192,1.661432683,6.853432683,6.851,5.54,1.313432683,6.853432683,6.89,5.4705,,6.853432683,6.8715,6.01,0.843432683,6.853432683,6.85,6.33,0.523432683,6.853432683,6.85,5.85,1.003432683,6.853432683,6.85,5.74,6.939964717,6.939964717,6.588865367,5.9,1.039964717,6.939964717,6.588865367,6.93,,-0.076567317,6.853432683,,6.64,0.213432683,6.853432683,6.86,,,5.583,1.270432683,6.853432683,6.962,,6.01,0.843432683,6.853432683,6.95,6.28,,,,,,,,,,,,,,,,,,
T48.6,T48,mustangensis,Control,48,7.486,4.446525534,2.787474466,5.9605,0.968005107,6.3575,0.571005107,6.928505107,6.302,0.626505107,6.928505107,6.3,0.628505107,6.928505107,6.0255,0.903005107,6.928505107,6.959,6.3905,0.538005107,6.928505107,6.924,6.26,0.668505107,6.928505107,6.92,5.81,1.118505107,6.928505107,6.92,6.27,0.658505107,6.928505107,6.92,6.14,0.788505107,6.928505107,6.93,7.232,,6.928505107,6.928505107,,,7.207252553,7.207252553,,6.21,0.997252553,7.207252553,,5.8355,1.371752553,7.207252553,7.248,6.21,0.997252553,7.207252553,7.2,6.022,1.185252553,7.207252553,7.228,6.74,0.467252553,7.207252553,7.21,6.95,0.257252553,7.207252553,7.2,6.45,0.757252553,7.207252553,7.2,6.49,7.201293872,7.201293872,6.928505107,6.45,0.751293872,7.201293872,6.928505107,7.2,,0.007252553,7.207252553,,7.02,0.187252553,7.207252553,7.2,,,6.003,1.204252553,7.207252553,7.2605,,6.45,0.757252553,7.207252553,7.25,6.75,,,,,,,,,,,,,,,,,,
CC12.3,CC12,californica,Drought,49,7.208,4.275647168,2.680352832,6.0785,0.593429434,6.229,0.442929434,6.671929434,6.23,0.441929434,6.671929434,6.13,0.541929434,6.671929434,5.908,,Dont Water Today,,5.5735,0.294323584,5.867823584,5.888,5.47,0.397823584,5.867823584,5.86,5.21,0.657823584,5.867823584,5.87,5.45,0.149788301,5.599788301,5.62,5.21,0.121753018,5.331753018,,,4.92,0.411753018,5.331753018,5.33,5.04,0.291753018,5.331753018,5.33,4.95,0.381753018,5.331753018,5.33,4.8955,0.436253018,5.331753018,5.369,5.02,0.311753018,5.331753018,5.36,5,0.331753018,5.331753018,5.3385,4.92,0.411753018,5.331753018,5.33,5.01,0.321753018,5.331753018,5.01,4.87,0.193717735,5.063717735,5.09,4.84,4.905298514,4.905298514,5.063717735,4.85,0.055298514,4.905298514,5.063717735,4.92,4.86,0.411753018,5.331753018,5.33,5.15,0.181753018,5.331753018,5.36,,,,5.331753018,5.331753018,,,5.064,0.267753018,5.331753018,5.3365,5.09,,,,,,,,,,,,,,,,,,
255189.01.2,255189.01,riparia,Drought,50,7.446,4.421938719,2.772061281,6.1525,0.739087744,6.426,0.465587744,6.891587744,6.367,0.524587744,6.891587744,6.42,0.471587744,6.891587744,6.2025,,Dont Water Today,,5.892,0.167969359,6.059969359,6.1265,5.71,0.349969359,6.059969359,6.05,5.38,0.679969359,6.059969359,6.05,5.63,0.152763231,5.782763231,5.78,5.37,0.135557103,5.505557103,,,5.03,0.475557103,5.505557103,5.57,5.2,0.305557103,5.505557103,5.5,5.07,0.435557103,5.505557103,5.53,5.0185,0.487057103,5.505557103,5.5825,5.18,0.325557103,5.505557103,5.5,5.1015,0.404057103,5.505557103,5.5315,5.04,0.465557103,5.505557103,5.5,5.13,0.375557103,5.505557103,5.13,4.96,0.268350975,5.228350975,5.22,4.91,4.868648097,4.868648097,5.260850975,4.88,-0.011351903,4.868648097,5.260850975,4.88,4.83,0.658057103,5.538057103,5.53,5.31,0.228057103,5.538057103,5.53,,,,5.538057103,5.538057103,,,5.166,0.372057103,5.538057103,5.37,5.14,,,,,,,,,,,,,,,,,,
Haines2.9,Hanes2,shuttleworthii,Control,51,6.932,4.105998143,2.574001857,MISSING,#VALUE!,6.0405,0.376699629,6.417199629,5.92,0.497199629,6.417199629,5.95,0.467199629,6.417199629,5.724,0.693199629,6.417199629,6.436,6.0175,0.399699629,6.417199629,6.421,5.93,0.487199629,6.417199629,6.41,5.54,0.877199629,6.417199629,6.41,5.85,0.567199629,6.417199629,6.42,5.76,0.657199629,6.417199629,6.41,6.852,,6.417199629,6.417199629,,5.95,0.724599814,6.674599814,6.67,5.61,1.064599814,6.674599814,6.67,5.1605,1.514099814,6.674599814,6.929,5.78,0.894599814,6.674599814,6.7,5.503,1.171599814,6.674599814,6.693,6.03,0.644599814,6.674599814,6.67,5.96,0.714599814,6.674599814,6.67,5.88,0.794599814,6.674599814,6.67,5.62,6.932272981,6.932272981,6.449699629,5.96,0.972272981,6.932272981,6.449699629,6.93,,-0.222900186,6.707099814,,6.62,0.087099814,6.707099814,6.7,,,5.46,1.247099814,6.707099814,6.7555,,5.923,0.784099814,6.707099814,6.74,6.01,,,,,,,,,,,,,,,,,,
OCK1-S02.8,OCK1-S02,acerifolia,Control,52,6.926,4.102310121,2.571689879,5.575,0.836662024,5.9465,0.465162024,6.411662024,5.85,0.561662024,6.411662024,5.89,0.521662024,6.411662024,5.629,0.782662024,6.411662024,6.446,5.9395,0.472162024,6.411662024,6.414,5.86,0.551662024,6.411662024,6.42,5.38,1.031662024,6.411662024,6.41,5.72,0.691662024,6.411662024,6.41,5.61,0.801662024,6.411662024,6.41,6.7815,,6.411662024,6.411662024,,5.71,0.958831012,6.668831012,6.67,5.37,1.298831012,6.668831012,6.72,5.047,1.621831012,6.668831012,6.7245,5.43,1.238831012,6.668831012,6.69,5.337,1.331831012,6.668831012,6.709,5.92,0.748831012,6.668831012,6.66,6.21,0.458831012,6.668831012,6.68,5.98,0.688831012,6.668831012,6.68,5.88,7.024573816,7.024573816,6.411662024,6.13,0.894573816,7.024573816,6.411662024,7.03,,-0.361168988,6.668831012,,6.83,-0.161168988,6.668831012,6.83,,,5.6345,1.034331012,6.668831012,6.879,,5.94,0.728831012,6.668831012,6.66,5.96,,,,,,,,,,,,,,,,,,
TX6704.3,TX6704,monticola,Drought,53,7.2,4.270729805,2.677270195,5.696,0.968545961,6.062,0.602545961,6.664545961,5.9,0.764545961,6.664545961,5.97,0.694545961,6.664545961,5.655,,Dont Water Today,,5.2775,0.583864903,5.861364903,5.889,5.34,0.521364903,5.861364903,5.87,5.07,0.823864903,5.893864903,5.89,5.4,0.193637883,5.593637883,5.6,5.1,0.258410864,5.358410864,,,4.77,0.588410864,5.358410864,5.35,,5.358410864,5.358410864,,4.76,0.598410864,5.358410864,5.35,4.8495,0.508910864,5.358410864,5.368,4.97,0.388410864,5.358410864,5.37,4.9615,0.396910864,5.358410864,5.4065,4.89,0.468410864,5.358410864,5.35,4.98,0.378410864,5.358410864,4.98,4.78,0.278183844,5.058183844,5.08,4.71,4.91291922,4.91291922,5.058183844,4.75,0.16291922,4.91291922,5.058183844,4.91,4.81,0.448410864,5.358410864,5.35,5.04,0.318410864,5.358410864,5.35,,,,5.358410864,5.358410864,,,4.882,0.476410864,5.358410864,5.3565,5.06,,,,,,,,,,,,,,,,,,
